302;9.95;+1.1;Frank Fredericks;NAM;02.10.67;1;Saint-Denis;03.06.1996
302;9.95;-0.3;Ato Boldon;TRI;30.12.73;1q1;Atlanta;26.07.1996
302;9.95;+1.5;Donovan Bailey;CAN;16.12.67;2;Milano;07.09.1996
302;9.95;+0.7;Frank Fredericks;NAM;02.10.67;1rA;Villeneuve d'Ascq;29.06.1997
302;9.95;+0.6;Ato Boldon;TRI;30.12.73;1rA;Stockholm;07.07.1997
302;9.95;+0.2;Frank Fredericks;NAM;02.10.67;4;Athínai;03.08.1997
302;9.95;+0.2;Frank Fredericks;NAM;02.10.67;1;Oslo;09.07.1998
302;9.95;+0.8;Vincent Henderson;USA;20.10.72;1;Leverkusen;09.08.1998
302;9.95;-0.2;Bruny Surin;CAN;12.07.67;2q5;Sevilla;21.08.1999
302;9.95;+1.0;Ato Boldon;TRI;30.12.73;1rA;Lausanne;05.07.2000
302;9.95;+1.8;Joshua Johnson;USA;10.05.76;1rA;Walnut;21.04.2002
302;9.95;+0.6;Deji Aliu;NGR;22.11.75;1;Abuja;12.10.2003
